Index,left,Localizers,"zai 'at, in'",right,verb,Verb class,Newness_Theme,Newness_Location,definiteiniteness_Theme,Heaviness,Heaviness_differences,Animacy_Theme,Animacy_Location,Animacy_Location_minorClass,Animacy_Theme_minorClass,Construction_trichotomy,Construction,备注: 住(驻扎，驻)有关的词都从posture变成existence
879,<s> 她们 的 身[[[,上,带,"着 ] ] ] 天然 的 树木 芳香 , 她们 的 心脏 是 用 没 污染 的 黄泥 做 的 【 文件名 : \ 当代 \ 报刊 \ 作家 文摘 \ 1994 \ 1994A.TXT 文章 标题 : 终极 美貌 ( 连载之六 ) 作者 : 】 9887 : 京 雁爹 揉揉眼 上 [ [ [ 前 看 着 ]]] 说 : "" 这 东西 是 我 的 , 不过 我 丢 了 很 久 了 ...... 你 从 哪 找到 的 ? "" </s>",带,verbs of holding or containing,new,given,indefinite,Location<Theme,-2,inanimate,animate,body-part,nonconcrete,Locative inversion,Locative inversion,
642,"<s> txt 文章 标题 : 作者 : 】 39080 : ... 个 士兵 , 两 个 贵 夫人 , 其中 一 个 年轻 , 另 一 个 上了年纪 , 裸露 的 手臂 [[[",上,戴,着 ] ] ] 几 只 手镯 。 </s>,戴,verbs of attachment,new,given,indefinite,Location>Theme,2,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
781,"<s> 小 的 时候 他 和 人家 打架 , 因为 他 的 左手 [[[",上,戴,"着 ] ] ] 一 块 手表 , 怕 把 手表 打碎 了 , 就 单用 右手 打 , 而 把 左手 高高地 举起 。 </s>",戴,verbs of attachment,new,given,indefinite,Location=Theme,1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
845,"<s> 这 两 个 青年 都 穿 着 白色 的 宽袍 , 头 [ [ [",上,戴,"着 ] ] ] 常春藤 编成 的 花冠 , 因为 在 就 要 开始 的 祭祀 中 , 他们 将 担任 重要 的 角色 ... 【 文件名 : \ 当代 \ 翻译 作品 \ 文学 \ 斯巴达克斯 . </s>",戴,verbs of attachment,new,given,indefinite,Location<Theme,-6,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
846,"<s> 这 个 男 青年 身高 1.75 米 左右 , 大约 30 岁 , 身穿 白 衣服 , 头 [ [ [",上,戴,"着 ] ] ] 一 顶 白色 的 太阳帽 , 长形 脸 , 身材 比较 瘦 , 初见面 给 人 感觉 这 人 气质 不 ... 【 文件名 : \ 当代 \ 报刊 \ 新华社 \ 新华社 2003年 7月份 新闻 报道 . </s>",戴,verbs of attachment,new,given,indefinite,Location<Theme,-6,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
848,"<s> txt 文章 标题 : 作者 : 】 37 200 : ... 平稳 地 着陆 了 , 老 康普顿 穿着 宽大 的 便裤 , 上身 穿 一 件 花 呢 茄克 , 头 [ [ [",上,戴,"着 ] ] ] 一 顶 棕色 毡帽 , 朝着 他 走来 。 </s>",戴,verbs of attachment,new,given,indefinite,Location<Theme,-4,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
849,<s> 据了解，“４·１杀人案”涉及学生的家长，有的平日横行乡里，是当地的“邪头”。他们的孩子仿而效之，在家向父母要钱得不到满足时，竟拔刀威逼；在校对批评教育他们的老师怒目而视。有的家长对孩子百依百顺。有 个 死者 手 [ [ [,上,戴,"着 ] ] ] 价值 2800 元 的 金戒 指 , 那是 家长 为 哄 他 上学 送 他 的 "" 礼物 "" 。 </s>",戴,verbs of attachment,new,given,indefinite,Location<Theme,-4,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
851,<s> 她 的 脖子[[[,上,戴,"着 ]]]一 条 长长 的 金 项链 , 衣服 [ [ [ 上 别 着 ] ] ] 一 枚 大 胸针 , 好像 佩 着 勋章 一样 。 </s>",戴,verbs of attachment,new,given,indefinite,Location<Theme,-3,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
853,"<s> txt 文章 标题 : 作者 : 】 20794 : 他们 身 上 穿 着 黄色 的 袈裟 , 却 只 穿 了 一半 , 露出 了 左肩 , 左臂 [[[",上,戴,"着 ] ] ] 九 枚 青铜环 , 耳朵 上 居然 也 戴 着 一 个 。 </s>",戴,verbs of attachment,new,given,indefinite,Location<Theme,-2,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
878,"<s> 马文广 说 : "" 我们 肩 [ [ [",上,担负,"着 ] ] ] 至少 四 枚 金牌 的 任务 , 要是 得 不 到 四 枚 金牌 就 太 说 不 过去 了 。 "" </s>",担负,verbs of holding or containing,new,given,indefinite,Location<Theme,-5,inanimate,animate,body-part,nonconcrete,Locative inversion,Locative inversion,
278,"<s> txt 文章 标题 : 作者 : 】 4558 : ...月 13日 , 英国 米尔沃顿 ( Milverton ) 的 一 个 教徒 的 家庭 [[[",里,诞生,"了 ] ] ] 一 个 男孩 , 叫做 托马斯 ? </s>",诞生,verbs of (dis)appearance,new,new,indefinite,Location>Theme,11,animate,inanimate,nonconcrete,human,Locative inversion,Locative inversion,
687,"<s> 他 ( 她 ) 明明 知道 自己 是 一 个 有血有肉 , 有 着 ... 【 文件名 : \ 当代 \ 文学 \ 大陆 作家 \ 佳作 2.TXT 文章 标题 : 背对 命运 的 独白 作者 : 】 158 47 : ...一脚 , 车 飞 起来 , "" 听 刘秘书 说 , 天 黑时 王副厅长 清醒 过 一 阵 , 口 [ [ [",里,叨念,着 ] ] ] 什么 。 </s>,叨念,verbs of emission,new,given,definite,Location=Theme,,inanimate,animate,body-part,nonconcrete,Locative inversion,Locative inversion,
304,<s> 尽管刚刚读完一篇名人写的文章，说住院时最怕人来探望，但吃完晚饭我还是忽忽地推出自行车往医院蹬去，半路上买了几只苹果，前面塞车，围着一大堆人，挤过去一瞧，原来是一辆摩托车和一辆大货车相撞，遭殃的自然是摩托车手，听说送医院去了，凶多吉少。地 [ [ [,上,倒,"着 ] ] ] 撞坏 的 摩托车 , 还 有 一 摊 紫色 的 血 和 深红色 的 头盔 。 </s>",倒,verbs of posture,given,new,definite,Location<Theme,-4,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
510,"<s> 我坐在屋里静静地等待，我认为这些将我隔绝起来的措施都是某种行动的前奏，即便是在这种情况下我所想到的仍是个人的安危。没有人上来，那天晚上在我清醒的时候始终没出现任何动静。后来我睡着了，半夜似乎来了电，满室通明，有人在说笑，电话铃一阵接一阵地响，水龙头哗哗流水，总而言之，很热闹。我弄不清是在做梦还是真有其事，也没多想，仍旧昏昏沉沉地睡。第二天早晨，我在刺眼的阳光中醒来，我感到睡得很不舒服，被子不知道滑落到哪儿去了，我伸手去拉，手摸到冰凉地面上蹭了一手灰。我睁开眼，发觉天花板很高，身下很硌。我猛地坐起，发现自己睡在地板上，室内空无一物，地面落着厚厚的灰尘，墙角挂着蜘蛛网。那些家具陈设都不见了，我的包扔在地上。我站起来急急走出去，各层都空荡荡的落满灰尘，马桶水池锈独斑斑，没有洁具没有电话没有我亲眼看见过的一应什物。百姗卧室的门依然紧关着，我推了推没推动然后用力踹了一脚，门后的一个沉重的物移位了，米开了一条缝。我又连踹几踹，一个物体轰然倒下发出巨大的声响，门大开了。门框上的尘土纷纷浇焉，一连串的蜘蛛网被扯破了。我 进 了 屋 , 看见 地 [ [ [",上,倒,"着 ] ] ] 一 个 高大 的 檀色 书架 , 一 个 金鱼缸 摔 得 粉碎 , 烟蒂 散落 一地 。 </s>",倒,verbs of posture,new,new,indefinite,Location<Theme,-7,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
79,"发展 中 , 逐渐 达于 精巧 和 成熟 。 【 文件名 : \ 当代 \ CWAC \ APM0077 . txt 文章 标题 : 作者 : 】 56 28:5 . 社会主义 时期 的 政治学 。 社会主义 时期 , 政治学 的 发展 经历 了 曲折 的 历程 。 1979年 后 , 政治学 [",,在,"在 ] 中国 得到 迅速 恢复 和 发展 , 并 [ 在 ] 社会主义 现代化 建设 中 发挥 了 重要 作用 , [ 在 ] 未来 它 必 将 获得 更 大 的 发展 与 进步 。 【 文件名 : \ 当代 \ CWAC \ APM0077 . txt 文章 标题 : 作者",得到,verbs of activity,given,new,indefinite,Location<Theme,3,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
207,"有 理性 所 不 及 的 危险性 。 </s><s> 为了 避免 这 种 危险 , 我们 必须 对 自发 的 秩序 怀有 深切 的 敬意 。 </s><s> 自发 的 秩序 所以 是 合理 的 , 是 因为 它 经过 了 长期 试错 过程 的 检验 。 </s><s> [ 在 ] 公共 政策 过程 中 , 当 有 一 种 公正 的 程序 存 [ 在 ] 并 实际 发挥 对 政策 的 控制 作用 时 , 所有 的 利益 相关者 甚至于 全体 公民 都 拥有 平等 地 表达 他们 意见 与 建议 的 机会 。 </s><s> 这样 , 不同 的 过去 的 经验 [",,在,"] 公共 论坛 中 都 得到 了 合理 的 呈现 , 政府 与 公民 也 就 可以 根据 所有 过去 的 经验 作出 理性 的 甄别 , 并 检验 其 合理性 。 </s><s> 经过 这 一 过程 所 作 的 决策 , 事实上 也 经过 了 一 个 经验 的 试错 检验 , 因而 自下而上 的 民主 决策 与 自上而下 的 个人 决策 相比 ... 【 文件名 : \ 当代 \ CWAC \ APJ0073 . </s><s> txt 文章 标题 : 作者 : 】 49 50 : ... 增强 了 他们 对 国家 ( 政府 ) 的 信心 , 参与 政治 的 愿意",得到呈现,verbs of activity(passive),new,new,indefinite,Location<Theme,-2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
17,"（4）1950-1969年为昌盛期，1949年霍克海默、阿多诺等回到法兰克福大学，重建社会研究所，出版《法兰克福社会学丛刊》，马尔库塞、弗洛姆等留在美国，创立了发达工业社会理论。60年代 起 , 该 派 成为 西方 哲学 社会学 重要 流派 之一 , 并 [",,在,"] 美国 和 西欧 的 知识 青年 中 得到 较为 广泛 的 传布 , 对 1968年 的 "" 五月 风暴 "" 起 了 先导 作用 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APE0054 . </s><s> txt 文章 标题 : 作者 : 】 4200 : 主要 理论 特征 是 马克思 早期 著作 和 存 [ 在 ] 主义 哲学 相关 的 人本主义 , 以 左 的 姿态 批评 一切 的 激进主义 , 用 交叉 学科 对 社会 现象 进行 研究 的 综合性 , 以 弗洛伊德主义 补充 马克思主义 , 强调 "" 个人 主体 "" 的 个人主义 , 以及 继承 近代 欧洲",得到传布,verbs of activity(passive),given,new,definite,Location>Theme,10,inanimate,animate,human,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
52,"上面，我们说教育目的所规定的我国教育所要培养的""劳动者""或""建设人才""既是全面发展的，又是具有独立个性的，二者并不互相排斥。所谓""全面发展""， 说 的 是 受 教育者 个体 必须 [",,在," ] 体 、 智 、 德 、 美诸 方面 都 得到 发展 , 不 可 欠缺 , 即 个性 的 全面 发展 ; 所谓 "" 独立 个性 "" , 说 的 是 体 、 智 、 德 、 美 等 基本 素质 [ 在 ] 受 教育者 个体 身上 的 特殊",得到发展,verbs of activity(passive),given,new,indefinite,Location=Theme,-1,animate,inanimate,nonconcrete,human,uninversted sentence (PreLocPs),uninverted sentence,
36,语言系统的各个组成部分与社会发展的联系有很大的不同，联系最直接的是词汇，所以词汇对社会发展的反应最灵敏，变化比较快。相比之下，语音和语法就稳定得多。它们的变化速度是不平衡的。社会生活中新事物的产生，旧事物的消失，人们观念的改变，是经常在发生的。 这些 都 随时 [,,在,"] 语言 的 词汇 中 得到 反映 , 表现力 旧词 的 消亡 、 新词 的 产生 和 词义 的 发展 。 </s><s> 例如 , 随着 人类 登月 计划 的 实现 , 英语 中 就 有 "" deep space "" ( 外层 空间 ) 、 "" moonwalk "" ( 月面 行走 ) 等 新 词 ; 随着 月球 卫星 的 发射 , ... 【 文件名 : \ 当代 \ CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 3205 : 语言 词汇 的 变化 虽然 灵敏 , 但 它 的 基础 仍然 非常 稳固 。 </s><s> 这 表现 [ 在 ] 两",得到反映,verbs of activity(passive),given,given,definite,Location>Theme,5,inanimate,inanimate,concrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
127,"教学 , 但 也 给 内地 高校 的 双语 教学 敲响 了 警钟 。 </s><s> 也就是说 , 进行 高校 双语 ... 【 文件名 : \ 当代 \ CWAC \ ALJ0047.txt 文章 标题 : 作者 : 】 28 12 : ... 知 , 设计 一 项 高信度 、 高 效度 、 大 规模 的 测试 需要 耗费 巨大 精力 。 </s><s> 所以 使用 现有 的 大规模 测试 来 替代 渥太华 大学 水平 考试 将 是 切实 可行 的 。 </s><s> 国内 的 大学 英语 考试 ( CET ) 是 由 国家 教委 高教司 主持 的 一 项 大 规模 标准化 考试 , 巳经 [",,在,"] 我 国 得到 社会 公认 ( 杨惠中 、 Weir 1998 ) , 并且 CET 考试 和 渥太华 大学 的 EPT 考试 [ 在 ] 试卷 结构 、 考试 对象 以及 考试 的 性质 等 方面 具有 较 大 的 相似性 。 </s><s> 因而 我们 认为 CET 是 适合 本 次 研究 的 最佳 选择 。 </s><s> 基于 以上 原因 , 我们 作 如下 推断 : 【 文件名 : \ 当代 \ CWAC \ ALJ0047.txt 文章 标题 : 作者 : 】 2813 : 若 我 国 CET 与 渥太华 大学 EPT 所 测 能力 结构 相似 , 且 两 者 之间 存",得到公认,verbs of activity(passive),new,new,definite,Location<Theme,-6,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
83,尽管资本主义不断地通过自我调整，存活并成熟起来，但随着资本主义日益发展成熟，它继续调整的空间也就越来越有限。当危机日益表现出世界性的特征，引发全球性的生态危机，文化危机，战争危机，就必将导致政治危机。 当 危机 无法 [,,在," ] 资本主义 的 范围 内 得到 根本 解决 , 对抗性 矛盾 发展 到 最高 顶点 , 革命 也 就 无可避免 。 【 文件名 : \ 当代 \ CWAC \ APE0067.txt 文章 标题 : 作者 : 】 4362 : 封建 社会 下 发展 了 农业 生产力 , 这 使得 一部分 人 从",得到解决,verbs of activity(passive),given,given,indefinite,Location>Theme,7,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
15,"] 一些 发达 国家 成为 "" 头号 杀手 "" 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ CEB 0133 . </s><s> txt 文章 标题 : 作者 : 】 9666 : ...纳尔德 的 《 任何 速度 都 不 安全 》 ( Ralph Nader : Unsafe at Any Speed ) 一 书 , 又 一 次 引起 了 社会 对 汽车 安全 的 关注 。 </s><s> 美国 国会 对此 做出 反应 , 通过 立法 要求 汽车 公司 生产 的 汽车 安装 包括 安全带 [ 在 ] 内 的 各 种 安全 设备 。 </s><s> 现 [ 在 ] , 这 一 做法 已 [",,在,"] 汽车 行业 得到 普及 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ CEB 0133 . </s><s> txt 文章 标题 : 作者 : 】 9667 : 有关 安全带 立法 的 动机 无疑 是 正当 的 , 这 种 法律 的 实施 的确 减少 了 [ 在 ] 重大 车祸 中 司机 与 乘车人 的 死亡率 。 </s><s> 但是 , 安全带 真的 安全 吗 ? </s><s> 美国 经济学家 萨姆・佩兹曼 [ 在 ] 1975年 发表 了 一 篇 文章 , 用 统计 数字 说明 实施 这 项 法律 之后 , 每 次 车祸 死亡 的 司机 和 乘车人 虽然 减少 了 , 但 车祸",得到普及,verbs of activity(passive),given,new,definite,Location=Theme,1,inanimate,inanimate,organization,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
363,<s> 上世纪有位著名的医生，叫詹姆斯·格兰特，是加拿大医学会主席，1867年加拿大独立，他当了第一任总理麦克唐纳政府的议员。格兰特在渥太华的繁华地段埃尔金大街盖了一栋豪华宅邸，一住就是50年，直到1920年因哮喘病而逝世。随着时间推移，现代贵族的住家都远离闹市，在郊区修建了别墅，格兰特的后裔把埃尔金街的大宅卖给了渥太华大学俱乐部，1972年又转手卖给了商人肯恩·多兰。多兰先生就在这儿开了一家高档的餐厅，起名“星期五烤牛肉馆”。烤牛肉馆闹鬼了。小报 [ [ [,上,登,"了 ] ] ] 消息 , 咖啡店 、 酒吧 、 街心 公园 人们 议论纷纷 。 </s>",登,verbs of image,new,new,indefinite,Location=Theme,1,inanimate,inanimate,concrete,nonconcrete,Locative inversion,Locative inversion,
298,", 不管 是 哪 一 名 合伙人 所 出 , 每 名 合伙人 都 要 将 自己 的 全部 身家 拿 出来 赔偿 损失 。 据说 由于 这个 原因 , [ 在 ] 国外 , 很多 会计师 事务所 的 合伙人 , 都 将 自己 家 的 存款 和 不动产 登记 [",,在," ] 自己 配偶 的 名下 。 这样 , 一旦 事务所 出 了 什么 问题 , 两口子 可以 先 离婚 , 合伙人 要 拿 出来 赔偿 损失 的 资产 就 大大 减少 了 。 这 一 招 , 就 叫做 "" 金蝉 脱壳 "" 。 【 文件名 : \ 当代 \ CWAC",登记,verbs of image,new,new,definite,Location<Theme,-2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
299,事业 单位 应 将 已 出售 职工 住房 的 原价 、 出售 收入 等 情况 [,,在, ] 备查 簿 中 进行 登记 。 【 文件名 : \ 当代 \ CWAC \ CAL 0130 . txt 文章 标题 : 作者 : 】 8637 : 事业 单位 应 将 已 出售 职工 住房 的 原价 、 出售 收入 等 情况 [ 在 ] 备查 簿 中 进行 登记 。,登记,verbs of image,new,new,definite,Location<Theme,-12,inanimate,inanimate,concrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
